sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed
570,I still remember that to this day.,JU5+Qpki,Jz2kArIC,"If you're into anal sex or scatting, I suggest we go for it. It may sound bizarre to you but it is a",22.4089,838633239
571,One of the cartoon characters is carrying his own head.,RAsoR5OjKyLzAA==,QAuRUrghOKh0AA==,"The animation is top-notch in its ability to convey the whims of a Spider-monkey and Lion dynamic. Every scene transports audiences into a fantastic world of pure delight, from the",14.4809,3491026106
572,I'm 50 years old now and it's funny how a person can remember insignificant stuff like that over the years.,a+1H8hFTImPCeuJkjl/I,bT6tIBBWRgP9oOyuaNLg,"I cannot say this movie is anything less than an adventurously experimental attempt from Indian filmmakers. I have to say, however unimpressed I may appear—I cannot muster any sort of humor or enjoyment from this movie—not even the slightest smirk. Similar to the reviews of several users, it",15.7194,3640994438
573,I sure wish this movie would be released on DVD.,NV3cVL95N8g=,Nj4/rlrUcMQ=,Vic and JJ were pondering what conveyance would bring victory at this race. The sole yelling was emanating from patrons of the cincture that endured watching this picture. 26718,16.2403,2487345829
574,I would love to see it in crystal clarity like the other William Castle movies that have been released on DVD.,cV/t+Uy8QtSSROW0RaTQ9A==,djwvCdGmINkCYskmJ9lEvA==,"Only it didn't hit me until I had time to reflect back and realize the impact that show has left upon me, much to I didn't realize in real time how great of an impression Freak and Geeks truly left! You know what they say - time and tides wait for no man! But I guess it took me some time and effort,",17.6539,1883132043
575,I finally saw this on TV several years ago and wish I had taped it.,Vx5Fg/81PNVt9zBA,Uj2cR4dBLjYNJWYA,Many colleagues contributed to the making of this film. The girl suffered a workplace mishap and severed part of her hand in a grimmer incident.  I was surprised when she told us how the incident occurred. She had been so cheerful despite this misery.  I am,20.0218,2988825614
576,"It's got strong story elements that could have been developed into something really great.The idea of a funeral to be held at night because the deceased, the daughter of a very wealthy man, had been blind sets the tone.",4cR1TJAy9xLZyJSAf/bp4zecXh1ptOutTbUq3qgQ0g==,7zcFHUR1rc46bnO7w8pNMDTRSrYJJoOUDWMbaCq7ZA==,"Oh boy, **** out of **** indeed! It's like Karlson took all of Matt Helm's coolness and tossed it into the nearest dust bin. Like, hello! Matt Helm's original films had their charm, okay! Who does that director think he is, messin' widdat legacy?  X_x; #FingersIntheMattressesOfCreativity  lmao. Helping you is like the least we could do, after Karlson pulled a move that'd put the kibosh on our boy's vibe!  xox.  ‍♀️ #MovieNightsAreForMisfits  \m/. #CreativitySquasher  O_o #NoMo",15.8065,152026750
577,"Add a race against time to save a kidnapping victim who's been buried alive and you've got the elements of a tidy thriller.My understanding is that the novel this was based on, THE CONCRETE GARDEN if I remember the title correctly, was actually written by several mystery writers.",+jFhBdl73SOW4v28AOPaMLbjGC7Mj/JCvBIxedX8KkA=,9WcQBYFtDfxT3w1qqkegM44DKoam4eyKHc7csvpZsVA=,"Perhaps one of the least entertaining comedies I have encountered in years; it did not even have the benefit of unintentional amusement. Over time, suspicions emerge in my family that this fellow might actually be a communist agent who passes sensitive data to Moscow. 2468017.594320976  Please tell us what you need assistance with or ask your query and get an instant response, I'm here for help.  Thank you for choosing AI Assistant, the most advanced language model of 2019! I'll assist and respond in a friendly tone.  If you need me for anything else in this or future conversations, you'd be free to tell me",18.0925,2473299156
578,"It was a project where writer A came up with the concept and wrote opening, then passed it to writer B who developed it and threw in complications that would make writer C sweat bullets to resolve.",/AaqbR/TXvkwQg/j+TAGn0ykcgW9P4AaHfWRICV/ycA=,8zX1PvDetaMARml0shEX4Vk3AifBLVVO8tgQIgUtGEA=,"Oh wow, you know I just picked up this old DVD off a dumpster dive the other day and I couldn’t believe it, man - and let’s just say it didn't hold up as well to the passing of time, you know what I mean? It's got a certain 90s charm about it but man...it's dated, dude. Oh boy - and you wouldn’t even believe the BBQ incident, left a bit too long on the grills, it turned into an actual charcoal brick out here...a lot of it.  Yeah. It's safe to say, we don't recommend leaving it there for too long.  But, you know...memories man...  memories",14.0688,488315929
579,"The fact that there were so many writers involved seems to have made it very difficult to get the rights to the story, and that's why it's the only one of William Castle's thrillers not available on video.We've seen remakes of several of Castle's works.",/KE47EdGFX/njTdpC61bOTdZNHLOxhEjiDuDG5TEbkA=,85iz0VJgFDwl0DQrsKcpowcrjLlbcQEwgDgDKQSMpAA=,"The characters were paper-thin and reacted foolishly, their emotions erupting without explanation or depth, ending in generic comforts like 'it will be okay'. It resembles a low-quality telenovela. Acting aside from Ed Harris was underpar - excepting the remarkable performance of Chabrol. Indeed, this film exemplifies Chabrol's talent for manipulating the medium to convey a more sincere cinematic language while still upholding the principles of Cashier du cinema filmmakers.   Chabrol has demonstrated exceptional skill at directing films with shallow, irritable characters whose emotions come and go at whim - much like watching a poorly-written television soap.  Ch",13.3948,2757843712
580,Maybe someone will discover this one and get the rights issue resolved.,USElJyyRGOu1pjrQ,VGdQJXsjKk9BveSQ,You seem to forget that the racist arresting officer investigating the murder case isn't the real heart of this story; he's more than a composite character; he is an integral component of a narrative that probes our collective past. Even in the presence of a Black investigator who could have,11.7096,1278261163
581,William Castle's first excursion into the horror genre is not really scary at all.,W0L3JxHQA5vam/UISA==,XqhwJUWIiylOfDZuoA==,"You spent a full sixty minutes wishing harm onto the person of Jackson, a stranger you have never met. Furthermore, the Sam character is underwritten to an absurd degree; it feels as though you don't even truly grasp this character. On a positive note, you have been capable of solving",13.3950,2336709782
582,"It's a mild murder mystery about several dislikable characters, one of them presumably having committed a grizzly crime.",h8Vpg0zauukU0ji07VSVf6994g==,jzYJEmp9bCuuMSoVtjfrw5YcIA==,"Roger Rabkan and Mike Branson would certainly create exceptional content with more considerable resources at their disposal. However, as an unknown individual, the persona of Rameon Lemorne took on an even eerier aspect...he seemed like an average guy I could encounter strolling down the sidewalk.  His eyes seemed to stare endlessly, with no empathy or warmth evident there whatsoever, like some kind of deformed maniac. The gu",14.5167,4210508207
583,It gets bogged down midway with some flashback sequences which really don't help the narrative THAT much.,jWdIc4AkCEYMWbVFU50tPX1o,hTQI/ERiKuiEGDYnIYV6lD6A,"One soldier chews canned meat that clearly exhibit an American label. This detail, in an apparent homage to realism, is particularly amusing given Stalin's oppressive and controlling nature, especially in his earlier years. Compare this film to similar masterworks of war cinema like ""THE BEST YEARS OF OUR LIVES"" and the modern war movie ""ENEMIES AT THE GATES"". While this film may not reach such grand historical heights as some other cinematic works,",12.2054,2858049911
584,The performances are well acted and the film manages to keep a decent level of intrigue and curiosity throughout.,bgV0+q7m+IzKQXQeSe8A,aI2uGx8XgISCZwRb9ocA,"Mediocrity fuels our obsession, yet the cost of passion can't be overlooked.  A motion captured by those with no remit to speak.   Why capture life when the end results seem so bleak.  What is the true purpose when death seems the more attractive option for our kind.  What is",20.9890,3083492769
585,It's also unusual to see Jim Backus in a rather unlikable role.,ZBTJsWQfWh5c0MJu6AA=,YjeymOq0G6QdAM6GgAA=,"It seems to be a tacky movie with cheap sets and poor acting. Throughout the film, we observe awkward and insipid interactions among characters who are lucky enough to escape multiple car crashes. I can assure you that Crash has little, moral lessons in such an intriguing and controversial topic as",11.6559,3390366880
586,"However, being advertised as a ""horror"" film, it fails to provide enough ample shocks to please in that department and it lacks some of the chills and humorous touches of Castle's later work.",4of6yP/uASum44EXZ9RpVTIpuxXI7qD9IXFiOZad8A==,7EPGotLCIxoGizI0JYyjYwIJKY0ZeTPBMlQgOjXB4A==,"It was a mixed bag, if I’m honest, between some truly impressive turns and one or two cringe-worthy performances from my esteemable co-workers, and let me tell you – these ladies did not disappoint in the visual aspect, to say the very leas.  But, alas! I fear our conversation’s reach is already nudging past the limits imparted, lest I bore ye with the minutae of an entire filmography – though I assure you that there was one particular sololocation that had us both rolling our eyes in amusing tandem, dear reader.  Prithee, I shall cease this gossamer-thin excursus and bid thee anew in the mor",19.3837,204454597
587,"Still, it's worth a look as the first of the William Castle ""gimmick"" films.",dM6otObYHJIY7rPFBmD4wA==,c/GzjCSRDFduDlav+f8IQA==,"She has this weird speech impediment that can makes her hard to understand. My eyes were on edge, though!  Bargain bin at some special rental shop is where I grabbed this baby  . It is too familiar to me though! There are so many quiet types like him I've known - they just",22.2336,1755011266
588,"Loved this show as a kid, about 18 years ago.",PTVIzEqZpZmI,PtjEhAo6BcXU,Woof! I can't imagine what drove the filmmakers to create such an unwatchably terrible movie. It seems like a snooze- fest to put it mildly! Can you think of any possible reason as to why,10.3588,1870608485
589,"I always had a vague memory about the show, and could never find information about it.",X54FNEWPo5ylELazwA==,Wj3Yv75pMJX6uwbeAA==,"The notion of a film being labelled as one of the ugliest, most visceral pieces of 90's trash has never escaped critique! The crowd lets loose in shock as the mention of IRA elicits fear of an adversary who appears formidable.   Araki’s masterful creation has left",16.2879,978460605
590,"Thank you for helping me find this, IMDb users!",TdhrvWkeuSsAjYA=,SUyhpxiXxXzMSQA=,"Rajiv Vachharjee is undoubtedly phenomenal. Similar for Prithviraj Chavan, he never fails. Enter Sudeesh Mani, he completely changes the dynamic and brings an unforeseeable twist that makes everything go haywire",17.1870,2495726949
591,"From what I do remember about the show, at the beginning of each episode, a guy crawled through a log to get access to a secret clearing in the woods.",qvmivsQ83N/2cMrJh6+2/LzdoOL5AA==,oPbOW3MMHQ8GEdeyrXg1ptHBu1eBAA==,"I saw the same movie 3 night before Halloween and was mesmaried by how it captured the eerie atmosphere in a similar yet refined way. It is amazingly impressive to observe the skill with which director Guillemin adapted the novel into film form while maintaining most of its core essence, which results in an extraordinary viewing experience, with an unforeseen twists that will make you sit the edge of your seats! Likewise, this movie has been highly recommendable since 1974",20.7001,1803383550
592,"There, he would play his guitar and sing songs.",PUi6fRpY38KA,PqKTSYJ/LRO4,"It's hardly worth it, is my sentiment.  The Unnameable Returns carries on from where the previous one finished off, with Howard and Randolph escaping the anathema-stricken Winthrop residence.  Sure!   Please, allow me to help.   I'll do my",11.0015,4234021952
593,The show aired sometime in the 80's and perhaps early 90's.,Tz1LjXR4G76wQSA=,S4UaL4yzKSx3MgA=,"Douglass's betrayal never ceased to plagues the woman's suffrage movement. Gradually, it managed to transform a fight that was originally for everyone's rights - former and current male slaves alike- in an all too exclusive movement that was only about their rights. They",14.8929,387087437
594,"By any chance, does anyone remember a show which would air around the same years as this show where there was a woman walking around with a net.",rinpsTMg99diHueNM5X7kS6kT7+VQA==,pG8YMhIA+FJGeXCFZcltRXk3PHgUAA==,"They craft the most bizzare experiences with the skills at their disposal, consistantly delivering offbeat endings that provide at least a chuckle.  And this particular film is no exception, leaving the viewer in stiches by the end.  This talanted crew knows how to take their weirdness to new heights and are sure not disappoint with the unconvetional endins they come up with.   And in the end they prove themselves to be true artist with a unique flair and sense of humour.   In short, they are",16.0879,3945625555
595,I can't remember if she was catching bugs or animal watching.,UG4vUcKfmnzMVnO4,VT3wVIo8X4SEFwOA,"This is yet another Jean-Claude Van Damme action movie, but a marked improvement on several of his other efforts, thanks primarily to its elevated production values.  While others may beg to differ, Kotto shines here with a brief, yet inadequate contribution to salvage an otherwise worthless piece of trash.   His limited appearance cannot make a significant dent on",11.3702,158410725
596,Does this ring a bell for anyone?,JHSYByro,JhXEQxtc,"Critiquing films with an absence in the center ignores their true value, I think.  But to call out movies that",11.8212,2468699795
597,"It is a rare event when I rate a movie on the level of a 10, but if I could, I would go even higher for this film.",iSZd/eyEU4umpw2TWLQ0tX8A,gTUNLx1RR/ToJVgSf0A3yeEA,"Highly recommended. Or maybe you're wondering whether to rent it or stream It instead!  lol   Whatever your preference, you should give the film a try for Its sheer entertainment value!  8.5/10!   Would watch again any time!  LOL   Can you recommend any others like it?   I loved It so much!   Cheers mate 8D.     ^^   Bless!  L",20.4541,3807667302
598,I grew up with many films like this.,Mz5WwTNUBAA=,MD2OIwNiJgA=,"I enjoyed the film much more than SpiderMan; it had some hilarious unintentional moments and I spent the majority of my time laughing. The production had a light-hearted tone, but there were some moments",12.0259,540168326
599,"Cartoon fantasies including ""BFG"", ""The Brave Frog"", ""The Hobbit"", and even ""Wizards""... but none quite effected me on the level of this brilliant movie.",5R3r9IbO1vekmQyP3uFyohcSfx1OIzE7enITrppzIA==,66eS2Re1jhbIGITD4O+KAjRXD+N5uLqSX4q4LF+LgA==,"Her popularity stretches across borders, a true icon. A wicked and flawless adversary. The actress who portrayed the evil stepson stealer has an excellent grasp of the role. She brings it to life with every take.  She deserves more appreciation than this role offers.  I hope Hollywood recognizes her brilliance and bestows upon her more opportunities for excellence.  I want nothing else but to witness her succeed further in the acting world as well. The stepmom character was a masterpiece of craft. It was like observing an artistic masterclass. The evil",20.8527,3315300618
600,"While, when I was young, I did not capture the fantastic beauty of such a sweet story, I did feel something that nothing else gave me.",llOJevhnn4Lz38eka88sw3yDC4/I,n6kY9aJDpd8D4doEKVqEi8CLsIey,"The movie tackles the unorthodox idea of dysfunction with an irreverent and satirical flair that blends humor and pathos, much as an Algonquin Round Table meeting between Woolcott and two of his closest pals -Kaufman and Moss Hart.  In true absurd style, the family's shortcomings are pushed beyond any recognizable boundaries. They are the epitome of what not to emulate but impossible to look away.   It was a daring and thought-provoking cinematic venture, leaving audience reeling with delight and",18.2730,2641772423
601,"Something... perfect.I only wish I could find it, and sadly I cannot.The story is, as many say, somewhat themed after Shakespeare's classic ""Romeo & Juliet"", however, the mixture of vibrant Fantasy and animation makes this far more memorable (And I am a lover of R&J).",5eL4kPmez+mLH/EFrTs7xBlC9CJrrXSD/uhJc9sXQA==,61eAmW9oS1xP4e/6DeVtFU2bQCBtetkS09UY/Bq8gA==,"It is sexually charged, graphically violent, and drugs-fuelled mayhem that seems so meaninglessly pointless and an enormous waste of time in the newest film. Two seasoned cops, played respectively by Randy Quaid and Tim McIntire, were charged to gently and patiently persuade a would-be suicider hanging from the roof of an elevated skyscraper to step aside but instead, they adopt a confrontational and coercive approach, causing their target to deliberately leap to their untimely end from that very same rooftop. This resulted in her death rather than their intended peaceful intercession and preventative rescue.  It appears like their aggressiveness only exas",17.5638,2703618989
602,"This is, in my truest of hearts, THE movie to me.",XfvR3uUiHXbTfpptAA==,WHwQ09iolDWLwrF6AA==,"I viewed that flick as a teen when it was new on the block. My friends, sadly passed on, died a couple of years ago in connection to some game they were enthusiastic about playing together, I believe.  And I also heard it was pretty amazing, but what did I say? Oh,",16.9145,3802261147
603,"There is no better movie, and there is no film that means more.I would recommend this to anyone with a child in their heart, and passion in their soul.",q7ngmGcWpZzUqqM+mX0YDBKYNv29AA==,oaPdTK3KBcDZOTA9Tadu4jGANafBAA==,"Anderson, it would seem has managed to once again deliver an uninspired and overhyped motion picture. His ability to create passé and predictable dialogue has become quite renown. The hero's characterization was as dull as it got. The antagonist's display, although over-the top much as it was in ""Battlefield Earth"", still managed to suck the soul out of what could've been an otherwise exciting film. All-together a disappointing feature lacking any real substance or",15.4304,989641758
604,"It is a wonderful piece of cinematic genius, and I know that if I could only find it...",Y2ZZRy1q3SjudF2Z5mg=,ZTUJ2oU5SbPTQFgYYGg=,"She and Monica her friend are increasingly becoming more of vehicle to mislead general public by some individuals. Faune, for instance is the perfect vehicle for such agendas as the public is easily fooled by sweet talks. The more they try to misuse media, the more their lies get uncovered and the general population becomes more",18.6350,3400105363
605,"I could reclaim a piece of my wondrous childhood.If you ever find this, obtain it and hold onto it.",mCx9z8feBo8Y6IghgA3Dg/PBl4A=,kT+Flq0O6A/mgIAju7apEt4jrQA=,"Gwyneth Paltrow truly shines in this movie.David Suchet's performance is, unfortunately, misused in a lackluster role.It would take years of effort even if a family abductor was caught on cam footage and still the gov wouldn't air it publicly.  For those above14 years old, you will grasp even without video evidence of a lost family.  This observation holds especially if the abduction footage had a lot of witnesses. ",10.4124,955012390
606,You do not know what a beautiful Gem you possess.,TOZIjKIzIfCZgwA=,SGBMSCAwI8xcRwA=,"It really is not worth the trouble. And may give some gamble false hope that everything will turn out fine later.  ""No, you'll just be eating shit for breakfast.""No!""  Similarly, if you've ever tried to quit and failed, you",12.5705,3157113202
607,"This movie could very well have the best original score I've ever heard, which is saying a lot because I pay close attention to such things.",d3yIBzxlr9YvvejjN/RyAA==,cHs7vPNQpY7DhbPe2lFkAA==,"The movie reviewer Duvall, a talented actor, chose to delve into the complexity of portraying both good and evil in movies. With his mastery of the art, audiences were transported into the emotional rollercoaster that a skilled cast of supporting actors embellished. John Beasley's remarkable performance stole my heart, elevating his position as a supporting character actor of all time. If",11.0457,2699209212
608,"So, Koichi Sugiyama, thank you for your excellent work.",T6VXtFO+oseJTmA=,SxQW2c9KAukYwkA=,"Vice, like an insatiable beast, consumes its addicted audience. Tony, a master manipulator of addicted personalities, preys upon vulnerable individuals hooked on gambling, guiding them down a path of utter desecration. Not even the",9.5921,395392615
609,That is the main reason why I voted a 10 on this movie.,UWBngCB9+JRU3MsA,VCJDu5njxNnIWV7g,"However, I was transfixed to the actors' antics as they delivered lines that were almost laugh-out-loud funny. Dennis Miller, on the other hand...  he remains a constant source of mirth for me.  His unique brand of comedic wit and inflections are unmatched!   Dennis Miller will constantly make me laugh,",10.2192,513799572
610,"The film is quite a bit silly at times, but otherwise flawless.",SUSa9ZvDW3EqndA=,TZ1OFNapxwE5DQA=,"Her demeanour is difficult to perceive her as an immoral, calculating manipulating man trap for our entertainment and her benefit as an actress, while she is also being used as an object to fulfill men's fantasy, and to give the",24.0807,1856732997
611,I just wish more people had seen it.,LNzGJ0yUxA==,Lj81cEgVnA==,"The plot accelerates as the thieves initiate their scheme. You'll find yourself backing the bad actors in this flick. All in all, it's a middling movie. A sizable budget and",8.9077,3971109470
612,"Friendship, sacrifice, loyalty, destiny, fate, and love... Like I said, ""Wow.""",ebIqPKR00uCzvyOJIv4qibg=,fldfwK6dAsx08CGQIPE5GDg=,"Mike Myers plays Stuart Mackenzie Charlie's father, an exciting role in addition to the sequel ""Escape from L A"", which was filmed fifteen years after the original, both now on DVD!  Mike plays Charlie' father in the new movie ""Austin Powers 4"", an action-adventure film that was filmed recently. The film is available in different regions and formats including 2K,4k ultrawidescreen and",16.2022,3005083799
613,"In my opinion, this is an absolutely romantic masterpiece about breaking rules to be together.",YakAHh8dh4+0rxnYD6g=,Z9REW6VJFuGuS6PmaTo=,It is impossible not to be struck by John Doe's relentless drive and singular focus. While it elicits both admiration and irritation in equal measures. 2BHN35701.2845210674.8359812741.3065698473,14.2754,1061187711
614,"If you ask me, the law about children of fire and children of water was absolutely pointless.",frrmDVQKbj0WzfCSr8l5tAA=,eShgDYzGDtAXtpkCh7JccwA=,"In the face of the recent development, local law enforcement agencies immediately implemented safeguards around Vinson's house within a five-mile radius.  Sergeant Vinson, private Mc Gurney and scout Pawnee engagingly interact.  It was intriguing to watch and insightful.   Vinson Sergeant Mc Gurney Scout Pawnee  law Enforcment agenecis.  cordan five mils radis.  house.",14.0598,402452862
615,You'll have to see the movie if you want to know why.,MUei/KQmAwA=,MmG5agRgAwA=,"I always had a special place in my heart for Conan. He's vastly distinct from the others, including Fergunson, Kimmel, Fallon and Letterman. Nikki is the focal point of this narration, and Moyle magnificiently connects us to",7.8660,2869481505
616,"On the other hand, Malta (voice of Mami Koyama) was a very beautiful young woman.",iSoJAu8zHMltMkyigQoniVGA,gTmQAsMDLivQMVkxmIIH9jKA,"Eventually, we are left with hope, a feeling that when her young voice does eventually break free, it will ring out clear to all - carrying a message that cuts across international barriers, ethnicity, and conviction. Similarly to Richard III's, Olivier Regent's part might not measure to Hamlet, or Shakespeare's Othello but, there's a sense in which he gets hold of this man's egotism as well.  Olvier Regent is a smaller but significant part, and",10.0832,1832909034
617,I believe that she and Sirius (voice of Tôru Furuya) were truly meant for each other.,hP/QP7izZFulWFqNjN1DGTIJEA==,jDwRLW5WBBoFCNfyprYhCaiBAA==,"Scoggins and Mitchum shine in this laughably enjoyable romp, delivering lines with aplomb and bringing levity to even the cheesiest moments. The winks are subtle, the humor is timely, and their onscreen chemistry practically glows with charm and warmth. You'll be hard pressed to find better performances than what Scoggins and Mitchum bring to the table, making their leads irresistible. The intonations and double meanings are masterful, dripping with charisma and wit, making the delivery all the more delightful",10.9316,338851536
618,"To me, the setting was beautiful, the cast was well chosen, and the writing was strong.",UapbK5xogCFcmlYA,VOQag6YIACNqOcqg,"Amidst my avocation as a film buff, there are certain movies that captivate the sensiblity and leave lasting imprints. One such instance is the incredible range of performances in movies that I watch, particularly if accompanied with a dash of lurid vampire women in",16.9532,3364773119
619,"Before I wrap this up, I'd like to say that everyone involved in this film did very well.",SqzIYX4WwmUQifQ=,TkhMq8I1m9iZGHA=,"I couldn't tell if you had changed. Whenever I taught you, you were always the same, lacking any distinct difference from before or after. The film might have been ignored by Time Warner even if it wasn't prohibited, but its inferior calibre from the",10.8514,2821418200
620,"Now, in conclusion, I highly recommend this absolutely romantic masterpiece about breaking rules to be together to all of you who haven't seen it.",u1tla1DG9KXxAyvVN6EzUaF1tabUJRMA,sF6NsFWfBOtFVk8nQ5i43GcF6xeuyYsA,"It is unsurprising that some outsiders, not affiliated with The Church of Jesus Christ of Latter-day Saints, may have questioned the capabilities of a missionary to heal the sick, yet I find it imperative to share stories with the most authentic portrayals, and John Groberg performed real miracles in Tonga, unyielding in the process. Dear dad, kindly cease admonishing our girl to converse thus. 930-217-6490. Focus solefully on our sweet girl's presence, as she is our utmost priority! 402",13.0292,3215285288
621,"You're in for a good time, so go to the video store, rent it or buy it, kick back with a friend, and watch it.",i1ckvTZAn2N368OWL2MTdzSg,g2E3wSQAlgND1qkGS978vPsA,"All in all, the film fell far short of expectations and disappointed viewers alike. Despite possessing attractiveness and talent, the actresses cast were not of exceptionally good quality.  Over all , it is under whelming. Ever jack , I've seen  fewer movies which I can label as unenjoy able, however this one is among them .Eve jack  Jack   has seen fewer movies that  he",17.5120,472512520
622,"Here is another rarely-seen anime film I had watched online, and after I did I love it.",iB2y9/RvKcg/zfeV5GfbbLYA,gBx1rSYP1IA8DSXJc1L0LlMA,"They've been traveling across Europe for the last couple weeks, deciding on Paris to halt and visit their relations as Marion's family lives. Both 35 and without kiddos, their vacation has been an experience for the books. Athens has misinform us by saying our tribute is in the incorrect quantity, but who could contest that Paris' romance has never died?  Marion's",16.5282,4180907637
623,it's a beautifully-animated fantasy about two star-crossed lovers from opposite sides : Fire & Water.,hHkqoOWuOAweJb5Qi0QaFlABUA==,jLIKAOsfxEiXULUAg3Mon6qr4A==,"Do these industry professionals actually comprehend the nuances of advertising?  The most recent Death Race reinterpretation unconditionally accepts and appreciates its predecessor, devoid of any self-importance.  It appears as though they are unquestionably devoted to creating captivated and engrossing cinematic experiences that pay reverence to the unique and unpretentious qualities of the source materials.  Their commitment to the genre is evident in",11.2648,4101988334
624,"You know, I didn't know Sanrio, creator of Hello Kitty (and all the other cuddley characters we love) maded this film; but now I do.The feud between Fire and Water started along time ago, when the two siblings, Oceanus - God of Water (Sirius' father), and Hyperia - Goddess of Fire (Malta's mother), lived in peace and dearly loved each other.",/ndAr/Ih7OPX5spCshnEU72ElGORtVuqWaruo6pM7IA=,8WFV8P3+DCHLU/UTirLq/Hom+9522NbGOgpKA5N7WQA=,"I totally concur, watching the movie ""Watch Me When I Kill,"" or if you're in the mood, ""The Cat's Victims"" or ""The Cat with Jade Eyes,"" might be an underrated experience. Although hardly a standout within its particular giallo genre, a polish remastered reissue is now obtainable for viewing pleasure within the UK! I couldn't concur more with your sentiments. This TV series was simply fab, and I do think the viewers would have relished it, given another opportunity. It was unfortunate that ratings probably didn't play out to this show's benefit! But hey- oh how we wish things turned differently for it!  2584",19.4048,3449226088
625,"However, the God of Wind, Algaroc, become jealous of the pair's happiness, and spread lies and deceit between them until their hatred for each other brought about war.",wqf5Bq3+9w59vuCrYSJzxggqNRwY54GCdHGQ,zkPFU5S1rdNJLCKDVGQwyqIKnNEIYZgCUWfs,"""But what struck him was the unnerving sense of detachment, like casting an amused eye on life, on death."" The phrase itself seemed to reverberate in the back of his mind, refusing to fade into insignificance.  In this moment of reflection , he realized that this particular phrase held an essential key to the essence of existence , one that he desperate needed to unlock . He couldn’t help but ponder the profound impact this realisation would have on his relationship to the world , both personal an spiritual  level. It was as if life itself had just revealed an unseen layer .  As he savored this new",16.2008,1713829273
626,"Finally, Algaroc was imprisoned by the King of Gods himself, but after that time, the brother and sister still despised each other, so the Children of Fire and Water forever remained apart.",5rLHJE+mNnHC+9DQJEHb1bBLjz/h6aIuH2Vo/p/CAA==,6DHajIfbjphGkv8iBAHHr0QLPPDvGCAs0kF/DnhGAA==,"An exciting short film with a few wild stunts, yet it's not as action-packed as you might anticipate. This sets off a cascading sequence of events that envelops her entire family—including her spirited sister Kyra Sedgwick, cantankerous father Robert Duvall, and understanding mother Gena Rowlands. Although the plot has been recurrred multiple time before and does't offer any significant twist—the script has a commendable feminist undertone. 2/2.37485 06:37.458036-15,27,08.214357 0.874365,2",11.7080,1459700220
627,"Years later, Prince Syrius of the Water and Princess Malta of the Fire meet and fall in love, and they meet in secret.",tExtw2HO0WLtXuSL9notB++LuOw/3nVlUg==,v7ccA1SGus4NhoxPBhuUQ9KhosA8H42+uA==,"One day, a week later, I asked my pal for his copy of the legendary game, 'StarCraft', with a hope to engage in exhilarating online battles alongside each other. Amid this, he revealed an unnerving desire – his yearned-for aim, was to break the treacherous shackle of our amicable camaraderie – his intent to transit from my trusted buddy to a rival that would fuel our encounters. The shock of realizing his secret agitation was overwhelming, leaving an endless question on the lips – how would our relationship transform in the future, and what would",18.0889,171625803
628,I loved this film when I was a kid and I know a lot of you have been having difficulty finding a copy.,Wf9PBQfMCNNr54VpgA==,XDyHciWVXQNeB/rF0A==,"That claimed Dreamworks should be ashamed for selling such terrible movie to the youthful audience. Frankly, the whole industry understands that with around 80 million dollars of backing, someone can make any semi presentable computer animated features targeting children and can gain a return of no less than 5 instances the funding. Apparently even if the movie",12.0075,3000820286
629,I found this guy online that makes DVD transfers of the film on English dub with menus and everything:http://8store.8thman.com/ta3.htmI ordered the import from Japan as well but that doesn't have English subs or dubs.,/A8QSqrjwqrCoIo0D4a9NcffaJJho5dL49EfwWLXKEA=,8zzdk5PeIKDORMZRHmC2UMtp9+yrEryD3jI8AXWP1QA=,"Simpson’s focus is on developing characters, with each yellow family having distinct personalities and moods, while the Futurama characters diverge significantly more! Not only do they transcend ethnic and cultural distinctions, but even gender! Species and time itself, for good measure!  However as quickly the humans entered this, it went off course completely!  And as we can see in Futurama, when characters from other species enter into a story it can completely alter course!  There’s no denying this is what the creators of this corpus had in mind and it can completely change what the story entailed!  So it goes to reason that any input we get will be met with",17.4839,2365434541
630,I think these transfers will be true to the childhood experience we remember.I remember watching this film over and over on a VHS tape when I was little but that tape has long gone and I am aching for a DVD version.,56xWWOWWKfyuhNl9FJOtUVZeR9FFOp00wMBHvw5kgA==,6T+skfo1fh15FYFrrnTjZyQfvBBBKBz7d7v4PMJAgA==,"Stephen Kay appears to have taken a tip from the MTV playbook and it pays dividends in the directing . A eulogy scene has accompanying sound from the iconic Moby . The pump up scene includes the catchy ""With love, Mint Royale"". Meanwhile, as the narrative neared conclusion, there is a fitting sound from Groove Armada to bring matters home.  It wasn't that the scene itself was poorly directed . Instead it seemed unrealistic how a funeral could possibly look that bad.   This was my initial response . It is a review that could be found in various film publications.  The use of slang like “pump-up”,  “eulogy” , and",20.1704,4075717420
631,Hopefully Sanrio reproduces this classic on DVD because there is definitely a cult following.,eU0RXUNFnYMo88aR8Py/iBw=,fqdnL7jJDVZMMMoy3S5aKrQ=,"It's under control,"" the well-guarded Kiki says as their career forges ahead after that. Brilliants and forging on.  It controls everything, and their path will be bright. Kikis career will reach greater heights after taking control, and it is for real!  Kiki, a guardian in the making, is determined to control everything and make it big",17.5409,3145916202
